source,target,kind,resolution,file,absolute_file,line,statement
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,timings::init_timer@f90src/utils/timings.f90:27,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,377,if(do_timing)call init_timer(outdir)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::get_ymdhs@f90src/utils/ecosim_time_mod.f90:687,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,382,call etimer%get_ymdhs(ymdhs)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,startsmod::starts@f90src/ecosim_mods/startsmod.f90:72,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,388,"CALL STARTS(NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,plantinfomod::readplantinfo@f90src/ioutils/plantinfomod.f90:39,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,397,"call ReadPlantInfo(frectyp%yearcur,frectyp%yearclm,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,readsmod::readclimsoilforcing@f90src/ioutils/readsmod.f90:83,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,400,"CALL ReadClimSoilForcing(frectyp%yearcur,frectyp%yearclm,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,startqmod::startq@f90src/ecosim_mods/startqmod.f90:34,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,406,"CALL STARTQ(NHW,NHE,NVN,NVS,1,JP)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,startemod::starte@f90src/ecosim_mods/startemod.f90:39,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,415,"CALL STARTE(NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosyswarmingmod::check_warming_dates@f90src/disturbances/ecosyswarmingmod.f90:128,function,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,418,"if(check_warming_dates(iYearCurrent,1,1))then"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,climreadmod::read_soil_warming_tref@f90src/ioutils/climreadmod.f90:1023,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,419,"call read_soil_warming_Tref(iYearCurrent,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::get_days_cur_year@f90src/utils/ecosim_time_mod.f90:652,function,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,422,DazCurrYear = etimer%get_days_cur_year()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,generic::debugtoolmod::debugprint,subroutine,generic,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,426,"call DebugPrint(""beg step"",I*1000)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,daymod::day@f90src/modelforc/daymod.f90:45,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,437,"CALL DAY(I,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,yearmod::setannualaccumlators@f90src/modelforc/yearmod.f90:38,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,439,"call SetAnnualAccumlators(I, NHW, NHE, NVN, NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,generic::debugtoolmod::debugprint,subroutine,generic,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,443,"call DebugPrint(""beg step"",I*1000+J)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::get_ymdhs@f90src/utils/ecosim_time_mod.f90:687,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,444,call etimer%get_ymdhs(ymdhs)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosimconfig::is_restart@f90src/modelconfig/ecosimconfig.f90:49,function,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,448,if(is_restart() .or. is_branch())then
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosimconfig::is_branch@f90src/modelconfig/ecosimconfig.f90:62,function,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,448,if(is_restart() .or. is_branch())then
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,restartmod::restfile@f90src/ioutils/restartmod.f90:70,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,449,call restFile(flag='read')
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,yearmod::setannualaccumlators@f90src/modelforc/yearmod.f90:38,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,450,"if (j==1)call SetAnnualAccumlators(I, NHW, NHE, NVN, NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,balancesmod::summarizetracermass@f90src/modeldiags/balancesmod.f90:507,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,452,"call SummarizeTracerMass(yearIJ%I,yearIJ%J,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::update_time_stamp@f90src/utils/ecosim_time_mod.f90:420,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,456,call etimer%update_time_stamp()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,timings::start_timer@f90src/utils/timings.f90:45,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,463,if(do_timing)call start_timer(t1)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,wthrmod::prephourlyweather@f90src/modelforc/wthrmod.f90:51,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,464,"call PrepHourlyWeather(yearIJ%I,yearIJ%J,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,timings::end_timer@f90src/utils/timings.f90:59,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,465,"if(do_timing)call end_timer('WTHR',t1)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosimapi::run_ecosim_one_step@drivers/ecosim/ecosimapi.f90:36,subroutine,same-module,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,467,"call Run_EcoSIM_one_step(yearIJ,NHW,NHE,NVN,NVS)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,timings::end_timer_loop@f90src/utils/timings.f90:81,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,469,if(do_timing)call end_timer_loop()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,histdatatype::hist_update@f90src/ioutils/histdatatype.f90:4055,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,471,"call hist_ecosim%hist_update(yearIJ%I,yearIJ%J,bounds)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,histfilemod::hist_update_hbuf@f90src/ioutils/histfilemod.f90:1235,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,473,call hist_update_hbuf(bounds)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::update_time_stamp@f90src/utils/ecosim_time_mod.f90:420,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,475,call etimer%update_time_stamp()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::its_time_to_exit@f90src/utils/ecosim_time_mod.f90:403,function,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,477,nlend=etimer%its_time_to_exit()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::its_time_to_write_restart@f90src/utils/ecosim_time_mod.f90:307,function,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,478,rstwr=etimer%its_time_to_write_restart(nlend)
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,ecosim_time_mod::its_a_new_year@f90src/utils/ecosim_time_mod.f90:748,function,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,479,lnyr=etimer%its_a_new_year()
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,histfilemod::hist_htapes_wrapup@f90src/ioutils/histfilemod.f90:1661,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,481,"call hist_htapes_wrapup( rstwr, nlend, bounds, lnyr )"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,restartmod::restfile@f90src/ioutils/restartmod.f90:70,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,485,call restFile(flag='write')
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,generic::debugtoolmod::debugprint,subroutine,generic,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,487,"call DebugPrint(""end step"",I*1000+J)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,forcwritermod::writebbgcforc@f90src/ioutils/forcwritermod.f90:33,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,497,"call WriteBBGCFORC(I,IYRR)"
ecosimapi::advancemodeloneyear@drivers/ecosim/ecosimapi.f90:326,debugtoolmod::printinfo@f90src/debugtools/debugtoolmod.f90:26,subroutine,use-associated,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,501,call PrintInfo('end '//subname)
ecosimapi::regressiontest@drivers/ecosim/ecosimapi.f90:506,dispatch::init,subroutine,type-bound-unresolved,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,535,"call regression%Init(trim(nmfile),case_name)"
ecosimapi::regressiontest@drivers/ecosim/ecosimapi.f90:506,testmod::openoutput@f90src/utils/testmod.f90:166,subroutine,type-bound,drivers/ecosim/EcoSIMAPI.F90,/Users/jinyuntang/work/github/ecosim_workspace/main/drivers/ecosim/EcoSIMAPI.F90,539,call regression%OpenOutput()
